"age","workclass","educatoin","education_num","marital_status","occupation","race","sex","hours_per_week","income"
43,"Private","Bachelors",13,"Married","Blue-Collar","White","Male",45,"<=50K"
43,"Private","Bachelors",13,"Divorced","White-Collar","White","Male",45,">50K"
22,"Private","HS-grad",9,"Married","Sales","White","Male",55,"<=50K"
28,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
56,"Self-Employed","Some-college",10,"Married","Sales","White","Male",45,"<=50K"
22,"Private","Assoc-acdm",12,"Single","Sales","White","Female",15,"<=50K"
57,"Private","Bachelors",13,"Divorced","White-Collar","White","Female",45,">50K"
39,"Private","HS-grad",9,"Divorced","Sales","White","Female",40,"<=50K"
26,"Government","Some-college",10,"Single","White-Collar","White","Female",15,"<=50K"
17,"Private","11th",7,"Single","Service","White","Male",10,"<=50K"
40,"Government","Assoc-voc",11,"Married","Blue-Collar","White","Male",38,">50K"
45,"Private","HS-grad",9,"Married","Blue-Collar","Black","Male",40,"<=50K"
44,"Private","HS-grad",9,"Single","Blue-Collar","Black","Male",40,"<=50K"
20,"Government","Some-college",10,"Single","White-Collar","White","Female",10,"<=50K"
33,"Private","HS-grad",9,"Married","Blue-Collar","White","Female",40,"<=50K"
23,"Private","Some-college",10,"Single","Sales","White","Male",40,"<=50K"
46,"Self-Employed","Masters",14,"Divorced","White-Collar","White","Male",30,"<=50K"
38,"Private","HS-grad",9,"Married","Sales","White","Male",50,"<=50K"
54,"Private","HS-grad",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
46,"Private","5th-6th",3,"Divorced","Blue-Collar","White","Female",45,"<=50K"
25,"Private","Some-college",10,"Married","Blue-Collar","White","Male",40,"<=50K"
46,"Private","Some-college",10,"Divorced","Sales","White","Female",40,"<=50K"
36,"Government","Some-college",10,"Married","Blue-Collar","White","Female",40,"<=50K"
23,"Private","HS-grad",9,"Single","Service","White","Female",25,"<=50K"
29,"Private","HS-grad",9,"Separated","Blue-Collar","White","Male",40,"<=50K"
44,"Private","Some-college",10,"Married","White-Collar","White","Female",6,">50K"
19,"Private","Some-college",10,"Single","White-Collar","White","Female",16,"<=50K"
19,"Private","HS-grad",9,"Single","Service","White","Female",40,"<=50K"
35,"Private","HS-grad",9,"Married","Service","White","Female",40,">50K"
27,"Private","Bachelors",13,"Single","Blue-Collar","White","Male",50,"<=50K"
46,"Self-Employed","Assoc-acdm",12,"Separated","Blue-Collar","White","Male",40,"<=50K"
34,"Government","Bachelors",13,"Married","White-Collar","White","Male",45,">50K"
34,"Private","HS-grad",9,"Single","Service","White","Female",35,"<=50K"
44,"Private","Some-college",10,"Married","Service","White","Male",40,"<=50K"
45,"Private","Some-college",10,"Divorced","Blue-Collar","White","Female",40,"<=50K"
20,"Other/Unknown","HS-grad",9,"Single","Other/Unknown","White","Female",35,"<=50K"
25,"Private","Bachelors",13,"Married","White-Collar","White","Male",55,">50K"
52,"Self-Employed","Bachelors",13,"Married","White-Collar","White","Male",50,">50K"
20,"Private","Some-college",10,"Single","Blue-Collar","White","Male",40,"<=50K"
28,"Private","Some-college",10,"Single","Service","White","Female",40,"<=50K"
50,"Government","Bachelors",13,"Married","Service","White","Male",40,">50K"
34,"Private","Assoc-voc",11,"Divorced","Service","White","Female",64,"<=50K"
28,"Private","7th-8th",4,"Married","Blue-Collar","Other","Male",40,"<=50K"
41,"Private","Masters",14,"Married","White-Collar","White","Male",65,">50K"
28,"Private","HS-grad",9,"Married","White-Collar","White","Male",40,"<=50K"
46,"Self-Employed","HS-grad",9,"Married","Blue-Collar","White","Male",25,"<=50K"
28,"Other/Unknown","Some-college",10,"Married","Other/Unknown","White","Female",40,">50K"
32,"Private","Some-college",10,"Married","White-Collar","White","Male",50,"<=50K"
41,"Government","Some-college",10,"Divorced","Service","Black","Female",24,"<=50K"
24,"Private","HS-grad",9,"Single","Blue-Collar","Black","Female",40,"<=50K"
33,"Private","Some-college",10,"Divorced","White-Collar","White","Female",40,"<=50K"
46,"Private","Doctorate",16,"Married","White-Collar","White","Male",60,">50K"
31,"Government","Some-college",10,"Married","Blue-Collar","White","Male",40,"<=50K"
35,"Private","12th",8,"Divorced","Blue-Collar","White","Male",50,">50K"
52,"Private","1st-4th",2,"Married","Blue-Collar","White","Male",40,"<=50K"
30,"Private","11th",7,"Single","Service","White","Female",19,"<=50K"
34,"Government","11th",7,"Separated","Blue-Collar","Black","Male",40,"<=50K"
34,"Government","HS-grad",9,"Divorced","Blue-Collar","White","Female",40,"<=50K"
20,"Private","Some-college",10,"Married","Sales","White","Male",30,"<=50K"
17,"Private","11th",7,"Single","Blue-Collar","White","Male",18,"<=50K"
32,"Government","Bachelors",13,"Married","White-Collar","White","Female",40,">50K"
29,"Private","HS-grad",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
33,"Private","10th",6,"Single","Blue-Collar","White","Female",35,"<=50K"
25,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",60,"<=50K"
36,"Government","Masters",14,"Single","Professional","White","Male",40,"<=50K"
23,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",72,"<=50K"
63,"Self-Employed","HS-grad",9,"Married","White-Collar","White","Male",40,">50K"
47,"Government","Masters",14,"Married","Professional","White","Male",40,"<=50K"
80,"Other/Unknown","HS-grad",9,"Widowed","Other/Unknown","White","Male",24,"<=50K"
17,"Other/Unknown","11th",7,"Single","Other/Unknown","White","Male",40,"<=50K"
40,"Self-Employed","Bachelors",13,"Married","Professional","White","Female",40,"<=50K"
30,"Private","Assoc-acdm",12,"Married","Service","White","Female",25,">50K"
27,"Private","Some-college",10,"Single","Blue-Collar","Asian-Pac-Islander","Male",40,"<=50K"
33,"Private","Masters",14,"Married","Professional","White","Male",50,">50K"
34,"Government","HS-grad",9,"Single","Blue-Collar","Black","Male",60,"<=50K"
34,"Government","Some-college",10,"Single","Service","White","Female",40,"<=50K"
23,"Private","Some-college",10,"Married","White-Collar","White","Male",40,"<=50K"
42,"Government","Some-college",10,"Married","White-Collar","White","Female",40,"<=50K"
29,"Private","Bachelors",13,"Single","Professional","White","Male",40,"<=50K"
45,"Private","HS-grad",9,"Divorced","White-Collar","White","Female",28,"<=50K"
24,"Government","HS-grad",9,"Single","Other/Unknown","White","Male",40,"<=50K"
44,"Private","Some-college",10,"Married","Professional","White","Male",40,">50K"
27,"Private","9th",5,"Single","Blue-Collar","White","Male",40,"<=50K"
20,"Private","Some-college",10,"Single","Sales","White","Male",35,"<=50K"
44,"Private","HS-grad",9,"Widowed","White-Collar","Black","Female",40,"<=50K"
51,"Private","HS-grad",9,"Married","Blue-Collar","Amer-Indian-Eskimo","Male",40,"<=50K"
20,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
17,"Other/Unknown","11th",7,"Single","Other/Unknown","White","Female",5,"<=50K"
19,"Private","HS-grad",9,"Single","Blue-Collar","Black","Female",40,"<=50K"
45,"Self-Employed","Some-college",10,"Married","Blue-Collar","White","Male",55,">50K"
60,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,">50K"
42,"Private","Assoc-acdm",12,"Married","White-Collar","Black","Male",40,">50K"
44,"Self-Employed","HS-grad",9,"Married","Sales","White","Female",40,">50K"
40,"Private","Assoc-voc",11,"Married","Blue-Collar","Asian-Pac-Islander","Male",40,">50K"
30,"Private","HS-grad",9,"Married","White-Collar","White","Female",40,"<=50K"
38,"Private","Some-college",10,"Married","Blue-Collar","Black","Male",50,"<=50K"
23,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",60,"<=50K"
32,"Other/Unknown","Some-college",10,"Married","Other/Unknown","White","Male",40,"<=50K"
44,"Private","Assoc-acdm",12,"Single","Blue-Collar","White","Male",40,"<=50K"
54,"Government","HS-grad",9,"Married","Blue-Collar","Black","Male",40,"<=50K"
32,"Private","Bachelors",13,"Married","Professional","White","Male",50,"<=50K"
50,"Private","1st-4th",2,"Married","Blue-Collar","White","Male",40,"<=50K"
24,"Private","Bachelors",13,"Single","Service","White","Female",20,"<=50K"
37,"Private","HS-grad",9,"Married","White-Collar","White","Female",60,"<=50K"
52,"Private","HS-grad",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
38,"Private","Some-college",10,"Married","Blue-Collar","White","Male",40,"<=50K"
49,"Private","Masters",14,"Married","White-Collar","White","Male",45,">50K"
30,"Private","Bachelors",13,"Married","Service","White","Female",16,">50K"
60,"Private","Some-college",10,"Single","Professional","White","Male",40,">50K"
22,"Other/Unknown","Some-college",10,"Single","Other/Unknown","White","Male",40,"<=50K"
35,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",40,"<=50K"
30,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",60,"<=50K"
67,"Private","Assoc-voc",11,"Divorced","Service","White","Female",24,"<=50K"
46,"Private","Bachelors",13,"Single","Blue-Collar","White","Female",40,"<=50K"
17,"Private","9th",5,"Single","Service","White","Male",6,"<=50K"
22,"Private","Some-college",10,"Single","Blue-Collar","White","Male",30,"<=50K"
27,"Private","10th",6,"Single","Service","White","Male",40,"<=50K"
23,"Private","HS-grad",9,"Single","Service","White","Female",35,"<=50K"
33,"Private","Assoc-acdm",12,"Married","Blue-Collar","White","Male",45,"<=50K"
43,"Self-Employed","Some-college",10,"Married","Blue-Collar","White","Male",20,"<=50K"
28,"Government","Bachelors",13,"Single","Professional","White","Male",20,"<=50K"
41,"Private","HS-grad",9,"Married","Blue-Collar","White","Female",40,"<=50K"
52,"Other/Unknown","12th",8,"Single","Other/Unknown","Black","Male",40,"<=50K"
25,"Private","Some-college",10,"Married","White-Collar","Black","Female",20,"<=50K"
63,"Other/Unknown","1st-4th",2,"Married","Other/Unknown","White","Male",35,"<=50K"
59,"Government","HS-grad",9,"Married","Blue-Collar","White","Male",45,"<=50K"
45,"Government","Bachelors",13,"Divorced","Professional","White","Female",40,"<=50K"
38,"Private","Bachelors",13,"Married","Sales","White","Male",60,">50K"
40,"Private","HS-grad",9,"Single","Service","White","Female",35,"<=50K"
46,"Government","HS-grad",9,"Divorced","White-Collar","White","Male",40,"<=50K"
35,"Private","Assoc-acdm",12,"Single","White-Collar","White","Female",60,"<=50K"
34,"Private","HS-grad",9,"Divorced","Professional","White","Female",25,"<=50K"
33,"Private","Bachelors",13,"Single","Blue-Collar","White","Male",20,"<=50K"
41,"Private","HS-grad",9,"Divorced","White-Collar","White","Female",36,"<=50K"
20,"Private","Some-college",10,"Single","Blue-Collar","White","Male",40,"<=50K"
23,"Private","5th-6th",3,"Single","Service","White","Male",40,"<=50K"
26,"Private","Some-college",10,"Single","Professional","White","Female",35,"<=50K"
72,"Other/Unknown","HS-grad",9,"Married","Other/Unknown","White","Male",20,"<=50K"
23,"Government","HS-grad",9,"Single","Blue-Collar","White","Male",40,"<=50K"
62,"Government","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
52,"Private","Some-college",10,"Married","White-Collar","White","Male",40,"<=50K"
58,"Private","Some-college",10,"Divorced","Service","White","Female",42,"<=50K"
25,"Private","Bachelors",13,"Single","Sales","White","Female",40,"<=50K"
24,"Private","Bachelors",13,"Single","White-Collar","Black","Male",40,"<=50K"
19,"Private","Some-college",10,"Single","Service","White","Male",8,"<=50K"
43,"Private","Some-college",10,"Married","White-Collar","White","Male",40,"<=50K"
47,"Government","HS-grad",9,"Separated","White-Collar","Black","Female",40,"<=50K"
39,"Private","HS-grad",9,"Divorced","Service","White","Female",40,"<=50K"
49,"Private","Assoc-voc",11,"Married","Blue-Collar","White","Male",42,"<=50K"
53,"Other/Unknown","5th-6th",3,"Widowed","Other/Unknown","Black","Female",30,"<=50K"
32,"Private","Assoc-voc",11,"Single","Blue-Collar","White","Male",45,"<=50K"
34,"Private","Some-college",10,"Married","Professional","White","Male",50,">50K"
28,"Private","HS-grad",9,"Divorced","Blue-Collar","White","Male",45,"<=50K"
57,"Other/Unknown","Assoc-voc",11,"Widowed","Other/Unknown","White","Female",38,"<=50K"
25,"Private","Some-college",10,"Single","White-Collar","Amer-Indian-Eskimo","Female",20,"<=50K"
20,"Other/Unknown","Some-college",10,"Single","Other/Unknown","White","Male",24,"<=50K"
21,"Other/Unknown","Some-college",10,"Single","Other/Unknown","White","Female",35,"<=50K"
34,"Private","Bachelors",13,"Married","Professional","White","Male",50,">50K"
38,"Self-Employed","Bachelors",13,"Married","White-Collar","White","Male",80,">50K"
50,"Private","HS-grad",9,"Married","White-Collar","White","Male",50,">50K"
24,"Government","Some-college",10,"Divorced","Blue-Collar","Black","Male",50,"<=50K"
37,"Government","Some-college",10,"Married","Service","White","Male",45,">50K"
44,"Private","Some-college",10,"Divorced","Blue-Collar","White","Male",58,">50K"
28,"Private","Some-college",10,"Married","Sales","White","Female",40,"<=50K"
42,"Private","Bachelors",13,"Married","White-Collar","White","Male",40,">50K"
74,"Private","Some-college",10,"Divorced","White-Collar","White","Female",9,"<=50K"
38,"Self-Employed","HS-grad",9,"Married","Blue-Collar","White","Male",50,"<=50K"
44,"Self-Employed","Masters",14,"Married","Professional","White","Male",40,"<=50K"
44,"Private","11th",7,"Divorced","Blue-Collar","Other","Female",46,"<=50K"
26,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",40,"<=50K"
36,"Private","HS-grad",9,"Married","Service","Black","Male",40,"<=50K"
41,"Private","Assoc-acdm",12,"Married","White-Collar","White","Female",50,">50K"
67,"Private","Prof-school",15,"Married","Professional","White","Male",48,">50K"
39,"Government","12th",8,"Married","Service","White","Male",50,"<=50K"
57,"Private","1st-4th",2,"Widowed","Service","Black","Female",30,"<=50K"
29,"Private","Assoc-voc",11,"Separated","Blue-Collar","White","Male",40,"<=50K"
31,"Self-Employed","Bachelors",13,"Single","Blue-Collar","White","Female",45,"<=50K"
34,"Other/Unknown","HS-grad",9,"Single","Other/Unknown","Black","Female",40,"<=50K"
44,"Private","Some-college",10,"Married","Blue-Collar","White","Male",40,"<=50K"
29,"Private","Doctorate",16,"Single","Professional","White","Male",40,"<=50K"
30,"Private","Some-college",10,"Single","Blue-Collar","White","Female",40,"<=50K"
27,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",40,"<=50K"
27,"Private","Some-college",10,"Married","Sales","White","Male",50,"<=50K"
32,"Private","HS-grad",9,"Single","Blue-Collar","White","Female",45,"<=50K"
58,"Private","10th",6,"Married","Service","White","Female",8,"<=50K"
35,"Government","Some-college",10,"Married","Service","White","Male",40,"<=50K"
21,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",36,"<=50K"
28,"Private","Some-college",10,"Single","Blue-Collar","White","Male",40,"<=50K"
46,"Self-Employed","Some-college",10,"Divorced","White-Collar","White","Male",50,"<=50K"
36,"Self-Employed","HS-grad",9,"Separated","Service","White","Female",40,"<=50K"
72,"Private","11th",7,"Widowed","White-Collar","White","Female",40,"<=50K"
35,"Private","HS-grad",9,"Married","Blue-Collar","Black","Female",40,"<=50K"
33,"Government","Assoc-voc",11,"Divorced","Blue-Collar","Black","Female",40,">50K"
69,"Private","11th",7,"Single","Blue-Collar","White","Female",40,"<=50K"
35,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
31,"Private","HS-grad",9,"Separated","White-Collar","White","Female",20,"<=50K"
34,"Private","HS-grad",9,"Married","Service","White","Female",32,"<=50K"
30,"Private","11th",7,"Married","Service","White","Male",40,"<=50K"
28,"Private","Bachelors",13,"Single","Blue-Collar","White","Male",55,"<=50K"
54,"Private","Bachelors",13,"Married","Sales","White","Male",35,">50K"
47,"Private","Some-college",10,"Married","Professional","White","Male",50,">50K"
24,"Private","HS-grad",9,"Single","Blue-Collar","Black","Female",40,"<=50K"
52,"Self-Employed","Bachelors",13,"Married","Professional","White","Male",60,">50K"
20,"Private","HS-grad",9,"Single","Blue-Collar","Amer-Indian-Eskimo","Male",48,"<=50K"
43,"Self-Employed","Masters",14,"Married","White-Collar","White","Male",45,"<=50K"
45,"Private","7th-8th",4,"Separated","Service","White","Female",40,"<=50K"
29,"Self-Employed","HS-grad",9,"Separated","Blue-Collar","White","Male",35,"<=50K"
47,"Private","Masters",14,"Divorced","White-Collar","White","Male",42,"<=50K"
24,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",40,"<=50K"
51,"Private","HS-grad",9,"Married","Professional","White","Male",40,"<=50K"
17,"Private","11th",7,"Single","Sales","White","Male",12,"<=50K"
